file,chunk_id,chunk,source_url
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation.html,0,"The control stream protocol allows the clients and the server to exchange control information to setup the data streams. The protocol is based on basic JSON strings that get exchanged. When to contol port is connected the client has to authenticate to get a token. With this token client intitated functions can be submitted to the server. The server has also the option to initiate communication with the client to update the client about changes in contol functionality or to initiate a disconnect. The control stream can me used in two different protocol types The TCP control stream is not encrypted at the moment, but could be in future versions. However, the websocket secure (WSS) control stream is encrypted and is the prefered method to connect to the server. When the client wants to connect to the server or manage streams it can start the communication with the server.",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation.html,1,"All client initiated communication the control channel has the following basic data format: { ""ID"": number, - the ID is a tag that the server echos back to the client. In this way the client knwos which request and answer is for ""function""(string):""functionname"", - identify a function to run ""parameter1*"":"""", - parameters of the function ""parameter2*"":"""", parameter names and types can be ""parameterN*"":"""" freely selected for each function } { ""ID"": number, - the ID that was supplied in the request ""response1*"":"""", - response of the function ""response2*"":"""", response names and types can be ""response""*:"""", freely selected for each function ""statuscode""(integer):XXX, - status code of the function ""message""*:"""" - optional status description } Functions cannot return a reponse with a variable 'function', since it is reserved for server initiated functions. The server can initiate functions on the control channel (rather than the client initiating them).",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation.html,2,"All modules that communicate on the control channel will have the following basic data format: { ""function""(string):""functionname"", - identify a function to run ""parameter1*"":"""", - parameters of the function ""parameter2*"":"""", parameter names and types can be ""parameterN*"":"""" freely selected for each function } { ""response1*"":"""", - response of the function ""response2*"":"""", response names and types can be ""response""*:"""", freely selected for each function ""statuscode""(integer):XXX, - status code of the function ""message""*:"""" - optional status description }",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation_data-stream-protocol.html,0,"After the control connection is established, streams can be instatiated in three different kinds of protocols: If one client sends a stream in one protocol and another client receives the stream in a different protocol the server will automatically convert between the protocols. The packets that are sent can have a variable length. The first 6 bytes are contain the packet size information. The first 2 bytes denote the header length as an integer starting after the 6th byte. The next 4 bytes denote the data length starting after the header. The header is a Json string with packet based header information. At the moment only a stream id and a millisecond unix timestamp of synchronized time is submitted. The data itself is treated as a binary blob and can have any format. With the 6 header bytes future adaptation of the header can be achieved. We recommend that the data package is not larger than a few KB if the transfer is time sensitive. The TCP data stream is not encrypted.",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation/data-stream-protocol
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation_data-stream-protocol.html,1,"If encryption is desired, WSS streams are available. ID - the stream ID for the packet time - the client time stamp for the packet Valid keys in the optional json header are: stamp - a key that will make the server put its time stamp and return the packet to its source packet - if the client has to cut a packet into several small blocks it will have to send a packet x/y where x is the current packet number and y is the total packet count limit:[streamIDs] (limits the paket destination to a set of streamids)",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation/data-stream-protocol
scraped_data/corelink.hsrn.nyu.edu/about-us_contact-us.html,0,Please feel free to contact us with any questions or comments about the code and documentation. You are welcome to add your own questions by making a new corelink tag on stackoverflow and our team will help find you an answer. Corelink - Real Time Networking for Research.,https://corelink.hsrn.nyu.edu/about-us/contact-us
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation_control-stream-protocol.html,0,"The control stream protocol allows the clients and the server to exchange control information to setup the data streams. The protocol is based on basic JSON strings that get exchanged. When to contol port is connected the client has to authenticate to get a token. With this token client intitated functions can be submitted to the server. The server has also the option to initiate communication with the client to update the client about changes in contol functionality or to initiate a disconnect. The control stream can me used in two different protocol types The TCP control stream is not encrypted at the moment, but could be in future versions. However, the websocket secure (WSS) control stream is encrypted and is the prefered method to connect to the server. When the client wants to connect to the server or manage streams it can start the communication with the server.",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation/control-stream-protocol
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation_control-stream-protocol.html,1,"All client initiated communication the control channel has the following basic data format: { ""ID"": number, - the ID is a tag that the server echos back to the client. In this way the client knwos which request and answer is for ""function""(string):""functionname"", - identify a function to run ""parameter1*"":"""", - parameters of the function ""parameter2*"":"""", parameter names and types can be ""parameterN*"":"""" freely selected for each function } { ""ID"": number, - the ID that was supplied in the request ""response1*"":"""", - response of the function ""response2*"":"""", response names and types can be ""response""*:"""", freely selected for each function ""statuscode""(integer):XXX, - status code of the function ""message""*:"""" - optional status description } Functions cannot return a reponse with a variable 'function', since it is reserved for server initiated functions. The server can initiate functions on the control channel (rather than the client initiating them).",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation/control-stream-protocol
scraped_data/corelink.hsrn.nyu.edu/documentation_protocol-documentation_control-stream-protocol.html,2,"All modules that communicate on the control channel will have the following basic data format: { ""function""(string):""functionname"", - identify a function to run ""parameter1*"":"""", - parameters of the function ""parameter2*"":"""", parameter names and types can be ""parameterN*"":"""" freely selected for each function } { ""response1*"":"""", - response of the function ""response2*"":"""", response names and types can be ""response""*:"""", freely selected for each function ""statuscode""(integer):XXX, - status code of the function ""message""*:"""" - optional status description }",https://corelink.hsrn.nyu.edu/documentation/protocol-documentation/control-stream-protocol
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,0,"Dr. Pahle is a senior research scientist at NYU Research Technology. His focus areas are on computer mediated reality infrastructure and applications. Among other things he works on the development of NYU's new High Speed Research Network. Previously he worked at Arizona State Univerity where he was the technical director for the decision theater and later faculty in geography within the GeoDa center. One of his significant milestones in technology development has been the creation of an innovative framework - ChainBuilder - which is capable of integrating disparate models and simulations to holostically interact with and visualize them. In addition, he worked with GIS databases and the parallelization of GIS analytics.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,1,"Daniel Braunstein is a graduate student in NYU Steinhardt’s Music Technology program, focused on spatial audio approaches and techniques for XR platforms, integrating his past experience in the games industry in order to bridge the gap between emerging research and practical end-user experience. His current thesis work aims to pioneer and quantify audio-based solutions for “Zoom fatigue”, across a variety of virtual environments and user interfaces. As part of the Corelink and Holodeck teams, Daniel works on extending the existing audio capabilities of Corelink for the C++, Unity, and Unreal clients; plugin development and architecture design; and latency benchmarking against existing Audio-over-IP solutions towards real-time distributed music performance across the NYU campuses.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,2,"Sarthak is a master's student at NYU Tandon's Computer Engineering department, with his primary focus areas being robotics and control and all the allied fields in continuation of his undergraduate involvement with competitive and robotics research and embedded devices. Before joining NYU, he worked as a senior developer with BNP Paribas working on sub-millisecond distributed trading systems, front-end systems, NLP-based chatbots, and large-scale storage and database systems. His eventual goal is to work on robotics and hardware-software systems in manufacturing and healthcare domains and making technology accessible, efficient, and affordable. As a part of Corelink, his primary responsibility is the development of the Cpp client and components.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,3,"In addition to this, he also contributes to overall Corelink system design and architecture and helping with plugin and server platforms, the Corelink component & technology stack to improve resilience, scalability, efficiency, and system and component modularization. Given his past industry experience, he is also helping to better process efficiency, and formalizing the development process by enabling people to use all tools to their maximum potential is also a part of his role. Outside of work and academics, he enjoys teaching people of all age groups about mathematics, physics, and computer technologies. Accused of being a coffee fiend, he has an unhealthy investment in music streaming services, cooking, cycling, and other activities. Sachin Iyer is an Undergraduate Student at Tandon School of Engineering completing his Bachelor's in Computer Science.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,4,"His major technological interests include (although they are ever changing) distributed systems, technological privacy, and intuitive user experiences. For Corelink, he manages and orchestrates the VIP teams, engineers audio solutions, and is involved with Corelink's general architecture. He is also obsessed with his emacs environment, spending way more time on it than he should. He is also interested in cloud technologies, striving to pinch every penny possible. In addition, he has been getting more into blockchains, thinking that it might pave the way for a more private future. Outside of Technology, he is very interested in Jazz, participating in numerous big bands throughout high school including the Stanford Miles Ahead Jazz Orchestra, and still keeps up his trombone skills and works on his electronic music whenever possible. Steven Yoo is a research assistant and software developer at NYU CREATE and NYU Future Reality Lab.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,5,"His focus areas include human-computer interaction, accessibility, biometric, and virtual reality. As part of the Corelink and Holodeck teams, Steven works on developing applications to render real-time biometric sensor modules and handling the network infrastructure/storage design on the various platforms, such as web browsers and in the VR environment. Outside of his work, Steven is a game developer and taught high school game development courses for 3 years. Charles Chan is a Computer Science major in my junior year. I expect to graduate in May 2021 with my BS degree. He is a member of the NYU robotics design team, handling the communication between the controller and the robot. His work at NYU IT focuses on the development of the client-side networking library for the high-performance computing research network. Abhishek Khanna is a Research Assistant @NYU IT and masters student @NYU Computer Science department.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,6,"He started working for Corelink Project from 2020-2021 primarily adding new functionality to core server and client in Javascript. He is also responsible for a lot of features of the server including the structure of Access controls, Vue Frontend, deploying and adherence to the linting for the project. Apart from his work , he has interest in researching and brainstorming about new technologies, listening to music. Raj Uttam is a graduate student majoring in Computer Science at NYU. His area of interest includes big data and machine learning. During his time at New York University's High-Performance Computing Center, he worked as a software and data engineering research assistant, he developed a framework by writing ETL pipelines using Kafka and ELK to effectively analyze network data generated by Corelight and Zeek. Additionally, as a big data instructor, he tutored students’ to effectively utilize the NYU HPC cluster resources and solve problems using big data frameworks.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,7,"As part of the corelink team, he assisted in writing the python client library, developed applications to transmit real-time sensor data using the corelink C++ library, and built dashboards to visualize sensor data from multiple streams using the JavaScript library. In his free time, Raj likes to play Valorant. Aparna is a graduate student majoring in the IDM program at NYU. She works on the Holodeck project in researching ways to augment AR/VR interactions. Aparna works at the NYU Future Reality Lab in designing interactions for AR/VR environments and has been working with the Corelink team in utilizing the network to render real-time sensor interactions on the browser and in the VR space and in documenting the processes to help her research impact people at scale. She owns a patent for the design of an Intelligent Head-Up Display and her works have been cited in various HCI Journals and Conferences.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,8,"Apart from her research and academics, she is a motorcycle rider and loves to sketch during her free time. Michael Lukiman is a Full-Stack Software Engineer who worked with Corelink from 2017-2019 during his time at New York University's High Performance Computing Center. He is proud of the work he did spawning processes for cross-platform use of the library, and carries the lessons of real-time, global, & multiagent data streams with him across aspects of career and personal life. Cindy Bui is a Holodeck engineer who worked on Corelink from 2019-2020. She spearheaded the Holodeck concert in March 2020, later moving onto Corelink development and adding several more applications and examples to Corelink. Her work on Corelink includes Infinite, web audio streaming, the C# unity library, C++ audio streaming, video browser streaming, and documentation.",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/about-us_team.html,9,"She is a music technologist with a focus on audio programming, GPU acceleration, and system integration - and as a musician/classical percussionist on the side. Iqra Shaikh is a Computer Engineering graduate student at NYU. She worked on the Python development as well as the documentation of Corelink. Her interest areas include Software Development, Web Development and Data Visualization. She is a Forbes Under 30 student scholar. She is also a passionate women’s rights advocate. Ted is a Computer Science graduate student in NYU. He is the full stack developer working on webwork integration for this project. He is skilled in node js, big data processing, network security and react development. Ted enjoys learning new things both on and off the job. He can speak 3 languages professionally(Chinese, English, Japanese) and is learning German as a fourth!",https://corelink.hsrn.nyu.edu/about-us/team
scraped_data/corelink.hsrn.nyu.edu/examples.html,0,"One of the original applications of Corelink was to stream motion capture data from one computer to another using a UDP connection. This was used for several Concerts on the Holodeck using the OptiTrack system. Motion capture data through Corelink to skeleton This performance was in April 2018 hosted by the Music Technology department at NYU Steinhardt, spearheaded by Agnieszka Roginska. This piece is ""Take the A Train."" The trumpet player, pianist, and two dancers were in the Loewe theater, along with the audience. The drummer, bassist, and two other dancers were in the Dolan recording studio, on the 6th floor of the same building. The two dancers in the Dolan recording studio were wearing motion capture suits, and their movements were rendered in real-time as avatars displayed on the screen in Loewe.",https://corelink.hsrn.nyu.edu/examples
scraped_data/corelink.hsrn.nyu.edu/examples.html,1,"The rest of the concert was also distributed with performers split between Dolan and Loewe In October 2018, NYU Steinhardt hosted a concert on the Holodeck as a part of the AES 2018 NYC convention. This performance was a collaboration with NYU Steinhardt Music Technology, NYU Courant FRL, Universidad Nacional De Quilmes from Argentina, Norwegian University of Science and Technology, and Ozark Henry. The dancers were at the FRL and their motion capture was streamed live via Corelink. Corelink has also been used for different motion capture systems, such as the HTC Vive. Motion catpture dancers data through Corelink to Real-time rendering avatars. In a later Holodeck concert, we used iClone and LIVE Face for facial capture streaming using TCP connections. An iPhone was placed in front of a singer with the LIVE Face app. A separate computer was running a program to route the data from LIVE Face to Corelink to the receiver. The receiver rendered the facial capture data using iClone.",https://corelink.hsrn.nyu.edu/examples
scraped_data/corelink.hsrn.nyu.edu/examples.html,2,"Facial capture data through Corelink to Rendered facial capture. There is a C# client that was designed to interface with Corelink to enable any real-time data streaming. These videos are a demo for a multiplayer game where a player's positional data and rotational data are streamed to another person. Multiple players data streaming through Corelink. We have audio streaming capability using WebSockets and UDP connections to stream data from one person to another. This is currently done using C++, Unity, and WebSockets. Our C++ client is currently called CoreTrip and can send audio in real time. This is a video that uses CoreTrip and Unity: Audio streaming through Corelink to changed audio. Infinite is a way to stream audio over the browser and let musicians collaborate. Drums, Piano, and voice audio through Corelink to Recorder. Another focus is on sending 3D data, such as avatar tracking data, audio data, such as voice chat, and affective data, such as heart rate sensors.",https://corelink.hsrn.nyu.edu/examples
scraped_data/corelink.hsrn.nyu.edu/examples.html,3,"Using these capabilities,we have constructed a virtual conference room. Users wearing tracked markers, like Vive trackers, can send their 3D data to the relay, which then sends the data to a plugin to construct an avatar using an IK system similar to Holojam. This avatar data is forwarded to all other members of the virtual conference room, and the avatar is rendered. Additionally, we forward audio data in a similar matter, combining it with the head pose to correctly position the spatialized audio source at the user’s head. In this way, multiple people can sit in the same virtual space with limited motion and speak with each other. Multiple users's 3d model, audio and rendered avatar data streaming through Corelink. One significant application of Corelink involves the graphical representation of sensor data on browsers. Corelink's low latency network framework enables the transfer of data from the client to the server and are plotted as live graphical data on browsers.",https://corelink.hsrn.nyu.edu/examples
scraped_data/corelink.hsrn.nyu.edu/examples.html,4,"Currently we have represented temperature and ultrasonic sensors on the graph. Clients can use any sensor available to them. This application is vital as sensor data from various sources including those from augmented environments can be represented and monitored graphically on browsers. The graph can be viewed as lines and bars with provisions to change colors. It can be zoomed in, zoomed out, and downloaded as a png file. Data through Corelink to live graphical on browser.",https://corelink.hsrn.nyu.edu/examples
scraped_data/corelink.hsrn.nyu.edu/about-us.html,0,"Dr. Pahle is a senior research scientist at NYU Research Technology. His focus areas are on computer mediated reality infrastructure and applications. Among other things he works on the development of NYU's new High Speed Research Network. Previously he worked at Arizona State Univerity where he was the technical director for the decision theater and later faculty in geography within the GeoDa center. One of his significant milestones in technology development has been the creation of an innovative framework - ChainBuilder - which is capable of integrating disparate models and simulations to holostically interact with and visualize them. In addition, he worked with GIS databases and the parallelization of GIS analytics.",https://corelink.hsrn.nyu.edu/about-us
scraped_data/corelink.hsrn.nyu.edu/about-us.html,1,"Daniel Braunstein is a graduate student in NYU Steinhardt’s Music Technology program, focused on spatial audio approaches and techniques for XR platforms, integrating his past experience in the games industry in order to bridge the gap between emerging research and practical end-user experience. His current thesis work aims to pioneer and quantify audio-based solutions for “Zoom fatigue”, across a variety of virtual environments and user interfaces. As part of the Corelink and Holodeck teams, Daniel works on extending the existing audio capabilities of Corelink for the C++, Unity, and Unreal clients; plugin development and architecture design; and latency benchmarking against existing Audio-over-IP solutions towards real-time distributed music performance across the NYU campuses.",https://corelink.hsrn.nyu.edu/about-us
scraped_data/corelink.hsrn.nyu.edu/about-us.html,2,"Sarthak is a master's student at NYU Tandon's Computer Engineering department, with his primary focus areas being robotics and control and all the allied fields in continuation of his undergraduate involvement with competitive and robotics research and embedded devices. Before joining NYU, he worked as a senior developer with BNP Paribas working on sub-millisecond distributed trading systems, front-end systems, NLP-based chatbots, and large-scale storage and database systems. His eventual goal is to work on robotics and hardware-software systems in manufacturing and healthcare domains and making technology accessible, efficient, and affordable. As a part of Corelink, his primary responsibility is the development of the Cpp client and components.",https://corelink.hsrn.nyu.edu/about-us
scraped_data/corelink.hsrn.nyu.edu/about-us.html,3,"In addition to this, he also contributes to overall Corelink system design and architecture and helping with plugin and server platforms, the Corelink component & technology stack to improve resilience, scalability, efficiency, and system and component modularization. Given his past industry experience, he is also helping to better process efficiency, and formalizing the development process by enabling people to use all tools to their maximum potential is also a part of his role. Outside of work and academics, he enjoys teaching people of all age groups about mathematics, physics, and computer technologies. Accused of being a coffee fiend, he has an unhealthy investment in music streaming services, cooking, cycling, and other activities. Sachin Iyer is an Undergraduate Student at Tandon School of Engineering completing his Bachelor's in Computer Science.",https://corelink.hsrn.nyu.edu/about-us
